cityId,stationId,countryCode,type,cityName,regionName,regionCode,lat,lon,population,elevation,timezone,culture_hIndex,culture_cIndex,culture_rIndex,culture_aIndex,culture_iIndex,culture_nIndex,formations_mIndex,formations_rIndex,beach_gIndex,beach_wIndex,beach_bIndex,beach_sIndex,beach_rIndex,beach_nIndex,beach_uIndex,beach_oIndex
14868,CHM00058834,CN,CITY,Nanping,Fujian,FJ,26.645,118.17361000000001,2890000,89.0,Asia__Shanghai,0,0,1,0,0,3,19,0,0,0,0,0,0,0,0,0
13500,CHM00056137,CN,CITY,Qamdo,Tibet Autonomous Region,XZ,31.1304,97.17981999999999,598862,,Asia__Shanghai,16,15,11,2,0,6,2,0,0,0,0,0,0,0,0,0
141028,CHM00056137,CN,CITY,Qamdo Shi,Tibet Autonomous Region,XZ,31.5837,97.22304,598862,,Asia__Shanghai,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13761,CHM00057014,CN,CITY,Qincheng,Gansu,GS,34.58028,105.72721999999999,3400000,1171.0,Asia__Shanghai,72,13,83,33,0,33,28,0,0,0,0,0,0,0,0,0
13530,CHM00057014,CN,CITY,Tianshui,Gansu,GS,34.57952,105.74238000000001,3400000,,Asia__Shanghai,71,13,79,33,0,33,28,0,0,0,0,0,0,0,0,0
13072,CHM00059632,CN,CITY,Qinzhou,Guangxi Zhuang Autonomous Region,GX,21.97296,108.62612,3200000,12.0,Asia__Shanghai,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0
14351,CHM00059855,CN,CITY,Qionghai,Hainan,HI,19.2425,110.46417,483217,22.0,Asia__Shanghai,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0
13803,CHM00059855,CN,CITY,Wanning,Hainan,HI,18.799310000000002,110.3841,545597,,Asia__Shanghai,2,2,0,0,0,33,7,0,0,0,0,0,0,0,0,0
15045,CHM00050968,CN,CITY,Shangzhi,Heilongjiang,HL,45.214059999999996,127.97426000000002,585386,119.0,Asia__Shanghai,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13699,MCM00045011,CN,CITY,Shiqi,Guangdong,GD,22.516820000000003,113.38521000000001,342306,,Asia__Shanghai,7,21,6,5,0,0,12,0,0,0,0,0,0,0,0,0
13820,MCM00045011,CN,CITY,Zhuhai,Guangdong,GD,22.27694,113.56778,1562000,36.0,Asia__Shanghai,231,491,590,186,3,458,288,3,0,0,0,0,0,0,0,18
15640,CHM00054157,CN,CITY,Siping,Jilin,JL,43.161429999999996,124.37785,3300000,164.0,Asia__Shanghai,2,2,0,0,0,27,9,0,0,0,0,0,0,0,0,0
13158,KZ000036736,CN,CITY,Tacheng,Xinjiang,XJ,46.74535,82.95846999999999,161037,,Asia__Urumqi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13789,CHM00054527,CN,CITY,Tianjin,Tianjin,TJ,39.14222,117.17667,14000000,,Asia__Shanghai,35,99,51,39,7,0,4,0,0,0,0,0,0,0,0,0
13457,CHM00053673,CN,CITY,Xinzhou,Shanxi,SX,38.40917,112.73333000000001,3067501,,Asia__Shanghai,5,0,15,5,0,6,4,0,0,0,0,0,0,0,0,0
13229,CHM00053673,CN,CITY,Yuanping,Shanxi,SX,38.71528,112.7575,491213,825.0,Asia__Shanghai,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0
13832,CHM00056492,CN,CITY,Yibin,Sichuan,SC,28.7593,104.63994,4456000,321.0,Asia__Shanghai,4,7,13,7,0,225,97,0,0,0,0,0,0,0,0,0
15377,CHM00054405,CN,CITY,Zhangjiakou Shi Xuanhua Qu,Hebei,HE,40.610279999999996,115.04472,373422,,Asia__Shanghai,10,6,11,7,3,0,0,0,0,0,0,0,0,0,0,0
12989,CHM00057290,CN,CITY,Zhumadian,Henan,HA,32.979440000000004,114.02944,7640000,,Asia__Shanghai,1,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0
141059,CHM00057290,CN,CITY,Zhumadian Shi,Henan,HA,32.994170000000004,114.06166999999999,7640000,,Asia__Shanghai,1,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0
104647,RSM00031510,RU,CITY,Blagoveshchensk,Amur Oblast,AMU,50.27961,127.5405,224419,122.0,Asia__Yakutsk,62,47,12,10,6,33,0,0,0,0,0,0,0,0,0,5
165228,RSM00031510,RU,CITY,Gorod Blagoveshchensk,Amur Oblast,AMU,50.4,127.6,230416,,Asia__Yakutsk,20,7,0,1,0,27,0,0,0,0,0,0,0,0,0,0
104580,RSM00029467,RU,CITY,Achinsk,Krasnoyarsk Krai,KYA,56.2694,90.4993,117634,220.0,Asia__Krasnoyarsk,16,14,5,4,0,0,0,0,0,0,0,0,0,0,0,0
105504,RSM00026063,RU,CITY,Admiralteisky,Saint Petersburg,SPE,59.908390000000004,30.284840000000003,157897,9.0,Europe__Moscow,1181,1556,843,2426,140,90,1,0,0,0,0,0,0,0,0,0
105517,RSM00026063,RU,CITY,Akademicheskoe,Leningrad Oblast,LEN,60.01375,30.394709999999996,110419,19.0,Europe__Moscow,1189,1162,566,1474,100,135,6,0,0,0,0,0,0,0,0,1
105821,RSM00026063,RU,CITY,Centralniy,Saint Petersburg,SPE,59.93111,30.36072,214625,,Europe__Moscow,1213,1399,879,2435,152,97,1,0,0,0,0,0,0,0,0,0
164561,RSM00026063,RU,CITY,Frunzenskiy Rayon,Saint Petersburg,SPE,59.8719,30.378909999999998,401779,,Europe__Moscow,1097,1437,720,2085,116,66,1,0,0,0,0,0,0,0,0,0
105384,RSM00026063,RU,CITY,Kalininskiy,Leningrad Oblast,LEN,59.99675,30.3899,504641,,Europe__Moscow,1200,1175,1006,2353,174,219,11,6,0,0,0,0,0,0,0,1
105879,RSM00026063,RU,CITY,Krasnogvargeisky,Saint Petersburg,SPE,59.97305,30.47607,337091,,Europe__Moscow,1180,1231,514,1396,60,67,1,0,0,0,0,0,0,0,0,0
106013,RSM00026063,RU,CITY,Petrogradka,Saint Petersburg,SPE,59.965669999999996,30.31154,130455,,Europe__Moscow,1216,1298,905,2411,162,161,3,0,0,0,0,0,0,0,0,2
163819,RSM00026063,RU,CITY,Primorskiy Rayon,Saint Petersburg,SPE,59.99624,30.2409,555442,,Europe__Moscow,1192,1308,966,2405,192,213,6,0,0,0,0,0,0,0,0,13
101356,RSM00026063,RU,CITY,Saint Petersburg,Saint Petersburg,SPE,59.93863,30.31413,5351935,3.0,Europe__Moscow,1185,1475,1312,2433,258,408,19,6,0,0,0,0,0,0,0,8
163908,RSM00026063,RU,CITY,Vasileostrovskiy Rayon,Saint Petersburg,SPE,59.93971,30.26115,209188,,Europe__Moscow,1190,1514,860,2397,148,129,1,0,0,0,0,0,0,0,0,2
105124,RSM00026063,RU,CITY,Vasyl'evsky Ostrov,Saint Petersburg,SPE,59.940909999999995,30.253770000000003,203058,,Europe__Moscow,1184,1489,855,2387,148,129,1,0,0,0,0,0,0,0,0,2
165221,RSM00030710,RU,CITY,Angarskiy Rayon,Sevastopol,UA-40,52.33333,103.66667,239574,,Asia__Irkutsk,1,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0
105087,RSM00030710,RU,CITY,Irkutsk,Sevastopol,UA-40,52.297779999999996,104.29639,623736,440.0,Asia__Irkutsk,207,310,201,140,6,17,0,0,0,0,0,0,0,0,0,4
103302,RSM00022550,RU,CITY,Arkhangel’sk,Arkhangelsk,ARK,64.5401,40.5433,356051,3.0,Europe__Moscow,707,185,88,36,0,54,0,0,0,0,0,0,0,0,0,2
103931,RSM00037031,RU,CITY,Armavir,Krasnodar Krai,KDA,44.9892,41.1234,199548,190.0,Europe__Moscow,63,41,22,1,0,6,0,0,0,0,0,0,0,0,0,0
103798,RSM00027653,RU,CITY,Arzamas,Nizhny Novgorod Oblast,NIZ,55.39485,43.83992,109479,150.0,Europe__Moscow,80,49,165,6,6,3,0,0,0,0,0,0,0,0,0,0
103883,RSM00034880,RU,CITY,Astrakhan,Astrakhan Oblast,AST,46.34968,48.04076,532504,-25.0,Europe__Astrakhan,172,185,100,8,6,17,0,0,0,0,0,0,0,0,0,5
103659,RSM00027612,RU,CITY,Balashikha,Moscow Oblast,MOS,55.80945,37.958059999999996,450771,147.0,Europe__Moscow,376,216,183,84,0,65,1,0,0,0,0,0,0,0,0,4
164686,RSM00027612,RU,CITY,Balashikha Urban Okrug,Moscow Oblast,MOS,55.833330000000004,38.0,187988,,Europe__Moscow,326,161,137,82,0,66,1,0,0,0,0,0,0,0,0,1
103277,RSM00027612,RU,CITY,Bibirevo,Moscow,MOW,55.88333000000001,37.6,160053,155.0,Europe__Moscow,852,1107,479,517,78,236,4,0,0,0,0,0,0,0,0,0
103807,RSM00027612,RU,CITY,Biryulëvo,Moscow,MOW,55.58635,37.67781,144000,,Europe__Moscow,367,477,385,201,14,105,8,0,0,0,0,0,0,0,0,0
103821,RSM00027612,RU,CITY,Bogorodskoye,Moscow,MOW,55.81353000000001,37.71617,103000,,Europe__Moscow,1071,1191,1879,2403,274,244,4,0,0,0,0,0,0,0,0,0
103442,RSM00027612,RU,CITY,Brateyevo,Moscow,MOW,55.63755,37.764379999999996,109815,117.0,Europe__Moscow,634,755,406,247,32,176,8,0,0,0,0,0,0,0,0,0
105945,RSM00027612,RU,CITY,Chertanovo Yuzhnoye,Moscow,MOW,55.59072,37.59519,142000,,Europe__Moscow,383,545,389,205,14,101,7,0,0,0,0,0,0,0,0,1
103979,RSM00027612,RU,CITY,Cherëmushki,Moscow,MOW,55.664730000000006,37.56135,109547,,Europe__Moscow,1027,1091,1491,2435,195,219,8,0,0,0,0,0,0,0,0,0
103734,RSM00027612,RU,CITY,Dolgoprudnyy,Moscow Oblast,MOS,55.949580000000005,37.50183,108861,180.0,Europe__Moscow,337,323,222,73,0,94,2,0,0,0,0,0,0,0,0,1
104039,RSM00027612,RU,CITY,Domodedovo,Moscow Oblast,MOS,55.4413,37.75367,127850,160.0,Europe__Moscow,169,41,121,74,6,29,0,6,0,0,0,0,0,0,0,0
164590,RSM00027612,RU,CITY,Domodedovskiy Rayon,Moscow Oblast,MOS,55.416669999999996,37.75,172113,,Europe__Moscow,153,45,99,60,6,23,0,6,0,0,0,0,0,0,0,0
102984,RSM00027612,RU,CITY,Ivanovskoye,Moscow,MOW,55.76667,37.83333,128000,,Europe__Moscow,945,1042,662,730,103,178,1,0,0,0,0,0,0,0,0,1
102585,RSM00027612,RU,CITY,Izmaylovo,Moscow Oblast,MOS,55.78677,37.80165,104000,,Europe__Moscow,1007,1141,1021,1638,137,192,1,0,0,0,0,0,0,0,0,1
102757,RSM00027612,RU,CITY,Khimki,Moscow Oblast,MOS,55.897040000000004,37.42969,244668,180.0,Europe__Moscow,548,577,331,183,26,167,2,0,0,0,0,0,0,0,0,4
164470,RSM00027612,RU,CITY,Khimki Urban Okrug,Moscow Oblast,MOS,55.916669999999996,37.41667,250688,,Europe__Moscow,414,419,250,106,8,144,2,0,0,0,0,0,0,0,0,0
102158,RSM00027612,RU,CITY,Khoroshëvo-Mnevniki,Moscow Oblast,MOS,55.78363,37.47137,172371,,Europe__Moscow,1088,1244,1602,2484,257,317,6,0,0,0,0,0,0,0,0,4
102385,RSM00027612,RU,CITY,Koptëvo,Moscow Oblast,MOS,55.816669999999995,37.51667,101894,,Europe__Moscow,1105,1231,1727,2495,306,349,6,0,0,0,0,0,0,0,0,6
102485,RSM00027612,RU,CITY,Korolev,Moscow Oblast,MOS,55.91417,37.825559999999996,221797,160.0,Europe__Moscow,283,241,223,60,12,51,0,0,0,0,0,0,0,0,0,0
165284,RSM00027612,RU,CITY,Korolyov,Moscow Oblast,MOS,55.91732,37.817859999999996,221797,,Europe__Moscow,279,233,214,52,12,54,0,0,0,0,0,0,0,0,0,0
102554,RSM00027612,RU,CITY,Krasnogorsk,Moscow Oblast,MOS,55.82036,37.33017,153393,150.0,Europe__Moscow,425,483,217,170,14,164,2,0,0,0,0,0,0,0,0,4
102268,RSM00027612,RU,CITY,Kuz’minki,Moscow,MOW,55.7,37.8,145680,,Europe__Moscow,938,1073,779,703,82,190,4,0,0,0,0,0,0,0,0,1
102634,RSM00027612,RU,CITY,Lyubertsy,Moscow Oblast,MOS,55.67719,37.89322,197705,130.0,Europe__Moscow,680,506,319,135,0,156,5,0,0,0,0,0,0,0,0,0
102322,RSM00027612,RU,CITY,Lyublino,Moscow,MOW,55.67738000000001,37.76005,172000,,Europe__Moscow,925,1081,921,952,88,234,5,0,0,0,0,0,0,0,0,1
102706,RSM00027612,RU,CITY,Mar’ino,Moscow,MOW,55.65,37.71667,243000,,Europe__Moscow,901,1073,734,536,72,194,6,0,0,0,0,0,0,0,0,3
102740,RSM00027612,RU,CITY,Moscow,Moscow,MOW,55.752219999999994,37.615559999999995,12500123,156.0,Europe__Moscow,636,1531,1928,2693,432,863,23,0,0,0,0,0,0,0,0,9
102263,RSM00027612,RU,CITY,Mytishchi,Moscow Oblast,MOS,55.91163,37.73076,205397,150.0,Europe__Moscow,297,430,282,208,18,142,2,0,0,0,0,0,0,0,0,0
164247,RSM00027612,RU,CITY,Mytishchi Urban Okrug,Moscow Oblast,MOS,56.0,37.66667,236208,,Europe__Moscow,141,83,128,36,12,77,0,0,0,0,0,0,0,0,0,5
102996,RSM00027612,RU,CITY,Nikulino,Moscow,MOW,55.669430000000006,37.46598,123478,,Europe__Moscow,978,1076,507,608,76,135,4,0,0,0,0,0,0,0,0,0
101944,RSM00027612,RU,CITY,Novo-Peredelkino,Moscow,MOW,55.64528000000001,37.33583,121947,,Europe__Moscow,239,194,177,61,0,27,3,0,0,0,0,0,0,0,0,0
102673,RSM00027612,RU,CITY,Novyye Cherëmushki,Moscow,MOW,55.7,37.58333,101000,,Europe__Moscow,955,1127,1844,2535,320,269,6,0,0,0,0,0,0,0,0,4
102180,RSM00027612,RU,CITY,Novyye Kuz’minki,Moscow,MOW,55.7,37.75,143000,,Europe__Moscow,960,1135,1801,2399,240,269,7,0,0,0,0,0,0,0,0,0
101367,RSM00027612,RU,CITY,Ochakovo-Matveyevskoye,Moscow,MOW,55.68431999999999,37.44654,129890,,Europe__Moscow,1001,1101,490,649,82,148,4,0,0,0,0,0,0,0,0,0
101472,RSM00027612,RU,CITY,Odintsovo,Moscow Oblast,MOS,55.677980000000005,37.27773,140537,190.0,Europe__Moscow,187,98,156,58,0,20,2,0,0,0,0,0,0,0,0,0
106057,RSM00027612,RU,CITY,Orekhovo-Borisovo,Moscow,MOW,55.612519999999996,37.72639,144000,,Europe__Moscow,412,612,382,228,20,148,7,0,0,0,0,0,0,0,0,3
101802,RSM00027612,RU,CITY,Orekhovo-Borisovo Severnoye,Moscow,MOW,55.61666999999999,37.68333,131926,,Europe__Moscow,481,738,495,279,38,149,9,0,0,0,0,0,0,0,0,3
101318,RSM00027612,RU,CITY,Podolsk,Moscow Oblast,MOS,55.42419,37.55472,299660,160.0,Europe__Moscow,252,116,96,82,6,25,0,0,0,0,0,0,0,0,0,1
102583,RSM00027612,RU,CITY,Presnenskiy,Moscow,MOW,55.75,37.55,127462,,Europe__Moscow,999,1411,1884,2586,370,328,6,0,0,0,0,0,0,0,0,0
101853,RSM00027612,RU,CITY,Pushkino,Moscow Oblast,MOS,56.017219999999995,37.86667,105479,160.0,Europe__Moscow,159,83,147,26,6,30,0,0,0,0,0,0,0,0,0,1
101906,RSM00027612,RU,CITY,Ramenki,Moscow,MOW,55.7,37.5,139127,,Europe__Moscow,1022,1133,1704,2502,219,224,6,0,0,0,0,0,0,0,0,0
101535,RSM00027612,RU,CITY,Reutov,Moscow Oblast,MOS,55.761109999999995,37.8575,106990,160.0,Europe__Moscow,846,736,514,384,42,129,1,0,0,0,0,0,0,0,0,1
101887,RSM00027612,RU,CITY,Ryazanskiy,Moscow,MOW,55.73333,37.76667,108733,,Europe__Moscow,959,1172,1830,2401,238,272,5,0,0,0,0,0,0,0,0,0
101478,RSM00027612,RU,CITY,Severnyy,Moscow,MOW,55.93583,37.54889,200000,,Europe__Moscow,391,388,292,95,18,117,2,0,0,0,0,0,0,0,0,0
102038,RSM00027612,RU,CITY,Shchelkovo,Moscow Oblast,MOS,55.924969999999995,37.97218,125634,150.0,Europe__Moscow,257,140,160,79,0,30,0,0,0,0,0,0,0,0,0,1
102006,RSM00027612,RU,CITY,Shchukino,Moscow,MOW,55.8,37.45,110272,,Europe__Moscow,1048,1114,861,1754,157,279,2,0,0,0,0,0,0,0,0,9
101790,RSM00027612,RU,CITY,Solntsevo,Moscow,MOW,55.63711,37.38115,124797,,Europe__Moscow,280,290,211,88,6,34,3,0,0,0,0,0,0,0,0,0
101792,RSM00027612,RU,CITY,Strogino,Moscow,MOW,55.818380000000005,37.412240000000004,159973,,Europe__Moscow,820,857,366,388,62,217,2,0,0,0,0,0,0,0,0,8
101882,RSM00027612,RU,CITY,Taganskiy,Moscow,MOW,55.73333,37.66667,120943,,Europe__Moscow,836,1271,1941,2631,350,309,4,0,0,0,0,0,0,0,0,0
101991,RSM00027612,RU,CITY,Tekstil’shchiki,Moscow,MOW,55.70033000000001,37.742709999999995,100000,,Europe__Moscow,966,1150,1813,2413,246,288,7,0,0,0,0,0,0,0,0,0
101245,RSM00027612,RU,CITY,Troparëvo,Moscow,MOW,55.65625,37.48496,118000,,Europe__Moscow,971,1022,512,516,76,144,4,0,0,0,0,0,0,0,0,2
102184,RSM00027612,RU,CITY,Tsaritsyno,Moscow,MOW,55.6254,37.65032,123000,,Europe__Moscow,685,913,535,381,44,156,9,0,0,0,0,0,0,0,0,0
101747,RSM00027612,RU,CITY,Tyoply Stan,Moscow,MOW,55.62047,37.49338,125000,,Europe__Moscow,431,530,320,170,18,73,4,0,0,0,0,0,0,0,0,2
100947,RSM00027612,RU,CITY,Vykhino-Zhulebino,Moscow,MOW,55.70196,37.81178,224796,,Europe__Moscow,929,1068,636,526,58,178,4,0,0,0,0,0,0,0,0,1
100249,RSM00027612,RU,CITY,Yasenevo,Moscow,MOW,55.60686,37.519909999999996,180000,,Europe__Moscow,413,588,312,188,24,87,6,0,0,0,0,0,0,0,0,0
100623,RSM00027612,RU,CITY,Zheleznodorozhnyy,Moscow Oblast,MOS,55.744,38.01684,151985,145.0,Europe__Moscow,501,184,204,67,0,87,1,0,0,0,0,0,0,0,0,1
100906,RSM00027612,RU,CITY,Zhulebino,Moscow,MOW,55.7,37.85,150000,,Europe__Moscow,762,617,351,188,18,139,2,0,0,0,0,0,0,0,0,4
100779,RSM00027612,RU,CITY,Zyablikovo,Moscow,MOW,55.61666999999999,37.76667,129000,,Europe__Moscow,541,618,338,198,14,152,8,0,0,0,0,0,0,0,0,0
100922,RSM00027612,RU,CITY,Zyuzino,Moscow,MOW,55.65608,37.568459999999995,126573,,Europe__Moscow,1018,1111,1157,1982,171,198,9,0,0,0,0,0,0,0,0,0
104145,RSM00029838,RU,CITY,Barnaul,Altai Krai,ALT,53.36056,83.76361,633301,180.0,Asia__Barnaul,190,254,119,108,6,72,2,0,0,0,0,0,0,0,0,10
165074,RSM00029838,RU,CITY,Barnaul Urban Okrug,Altai Krai,ALT,53.33087,83.64441,696378,,Asia__Barnaul,134,230,97,106,6,63,2,0,0,0,0,0,0,0,0,1
103985,RSM00034730,RU,CITY,Bataysk,Rostov Oblast,ROS,47.13975,39.75181,126769,5.0,Europe__Moscow,383,351,168,650,0,51,0,0,0,0,0,0,0,0,0,2
102994,RSM00034730,RU,CITY,Novocherkassk,Rostov Oblast,ROS,47.42096,40.09185,168766,80.0,Europe__Moscow,168,65,141,147,6,15,0,0,0,0,0,0,0,0,0,0
101498,RSM00034730,RU,CITY,Rostov-na-Donu,Rostov Oblast,ROS,47.23135,39.723279999999995,1125299,70.0,Europe__Moscow,802,507,461,787,6,178,10,0,0,0,0,0,0,0,0,19
105080,RSM00029939,RU,CITY,Biysk,Altai Krai,ALT,52.536390000000004,85.20721999999999,215430,180.0,Asia__Barnaul,48,36,14,8,0,144,2,0,0,0,0,0,0,0,0,2
105248,RSM00030309,RU,CITY,Bratsk,Sevastopol,UA-40,56.1325,101.61417,256600,443.0,Asia__Irkutsk,19,37,8,3,0,6,0,0,0,0,0,0,0,0,0,0
103656,RSM00027113,RU,CITY,Cherepovets,Vologda Oblast,VLG,59.13333000000001,37.9,318856,130.0,Europe__Moscow,61,93,26,10,0,21,2,0,0,0,0,0,0,0,0,4
104967,RSM00030758,RU,CITY,Chita,Zabaykalsky Krai,ZAB,52.03171,113.50086999999999,347088,650.0,Asia__Chita,91,77,29,6,6,30,11,0,0,0,0,0,0,0,0,0
103943,RSM00027799,RU,CITY,Dimitrovgrad,Ulyanovsk Oblast,ULY,54.21386,49.61838,132226,60.0,Europe__Ulyanovsk,62,19,21,1,0,16,0,0,0,0,0,0,0,0,0,0
103710,RSM00027459,RU,CITY,Dzerzhinsk,Nizhny Novgorod Oblast,NIZ,56.24143,43.45539,233126,90.0,Europe__Moscow,75,115,54,21,0,42,0,0,0,0,0,0,0,0,0,5
102904,RSM00027459,RU,CITY,Nizhniy Novgorod,Nizhny Novgorod Oblast,NIZ,56.328669999999995,44.00205,1284164,200.0,Europe__Moscow,940,614,453,601,20,149,0,0,0,0,0,0,0,0,0,15
103101,RSM00034172,RU,CITY,Engel’s,Saratov Oblast,SAR,51.48389,46.10528,225752,20.0,Europe__Saratov,253,297,138,130,6,64,5,0,0,0,0,0,0,0,0,5
101120,RSM00034172,RU,CITY,Saratov,Saratov Oblast,SAR,51.54056,46.00861,863725,50.0,Europe__Saratov,333,320,174,137,6,136,11,6,0,0,0,0,0,0,0,5
103497,RSM00028214,RU,CITY,Glazov,Udmurt Republic,UD,58.1393,52.658,100676,150.0,Europe__Samara,36,33,5,7,0,27,0,0,0,0,0,0,0,0,0,2
165269,RSM00025913,RU,CITY,Gorod Magadan,Magadan Oblast,MAG,59.56029,150.79843,169501,,Asia__Magadan,53,44,23,10,0,40,10,6,0,0,0,0,0,0,0,1
169280,UPM00033946,RU,CITY,Gorodskoy okrug Simferopol,Lipetsk Oblast,43,44.948029999999996,34.109120000000004,363300,,Europe__Simferopol,302,183,125,52,6,95,36,42,0,0,0,0,0,0,0,0
169142,UPM00033946,RU,CITY,Nakhimovskiy rayon,Sevastopol,UA-40,44.69502,33.58092,118730,,Europe__Simferopol,624,217,150,124,0,110,19,18,0,0,0,0,0,0,0,2
112016,UPM00033946,RU,CITY,Simferopol,Lipetsk Oblast,43,44.957190000000004,34.11079,341799,350.0,Europe__Simferopol,292,184,124,52,6,95,32,42,0,0,0,0,0,0,0,0
102100,RSM00028411,RU,CITY,Izhevsk,Udmurt Republic,UD,56.849759999999996,53.204480000000004,646277,140.0,Europe__Samara,199,232,117,107,3,60,23,0,0,0,0,0,0,0,0,3
102231,RSM00026702,RU,CITY,Kaliningrad,Kaliningrad,KGD,54.70649,20.51095,467289,5.0,Europe__Kaliningrad,466,354,236,174,18,24,28,0,0,0,0,0,0,0,0,0
104685,RSM00029581,RU,CITY,Kansk,Krasnoyarsk Krai,KYA,56.20166999999999,95.7175,101502,200.0,Asia__Krasnoyarsk,31,20,10,3,0,0,0,0,0,0,0,0,0,0,0,0
102959,RSM00037472,RU,CITY,Kaspiysk,Republic of Dagestan,DA,42.88165,47.63919,116340,0.0,Europe__Moscow,52,36,65,2,0,9,0,0,0,0,0,0,0,0,0,6
102701,RSM00037472,RU,CITY,Makhachkala,Republic of Dagestan,DA,42.97638,47.502359999999996,592976,10.0,Europe__Moscow,137,139,154,17,0,25,3,0,0,0,0,3,0,0,0,12
104791,RSM00029645,RU,CITY,Kemerovo,Kemerovo Oblast,KEM,55.333330000000004,86.08333,556920,140.0,Asia__Novokuznetsk,171,117,60,22,0,54,0,0,0,0,0,0,0,0,0,0
112708,UPM00033983,RU,CITY,Kerch,Lipetsk Oblast,43,45.35675,36.47542,149566,10.0,Europe__Simferopol,418,114,39,49,4,191,49,0,0,0,0,0,0,0,0,6
104508,RSM00031735,RU,CITY,Khabarovsk,Khabarovsk Krai,KHA,48.48271,135.08379,616242,72.0,Asia__Vladivostok,111,160,51,43,0,21,8,6,0,0,0,0,0,0,0,3
105407,RSM00031735,RU,CITY,Khabarovsk Vtoroy,Khabarovsk Krai,KHA,48.43776,135.13329,578303,,Asia__Vladivostok,113,158,55,47,0,27,13,6,0,0,0,0,0,0,0,0
102301,RSM00027199,RU,CITY,Kirov,Kirov Oblast,KIR,58.59665,49.660070000000005,501468,150.0,Europe__Kirov,106,129,115,31,0,177,0,6,0,0,0,0,0,0,0,14
104856,RSM00031561,RU,CITY,Komsomolsk-on-Amur,Khabarovsk Krai,KHA,50.550340000000006,137.00995,275908,47.0,Asia__Vladivostok,93,51,27,12,0,16,6,0,0,0,0,0,0,0,0,5
103078,RSM00027333,RU,CITY,Kostroma,Kostroma Oblast,KOS,57.76647,40.92686,277656,110.0,Europe__Moscow,85,149,132,39,0,36,0,0,0,0,0,0,0,0,0,6
103080,RSM00034009,RU,CITY,Kursk,Kursk Oblast,KRS,51.73733,36.18735,449063,250.0,Europe__Moscow,335,149,147,78,6,60,0,0,0,0,0,0,0,0,0,8
104442,RSM00036096,RU,CITY,Kyzyl,Tuva Republic,TY,51.710809999999995,94.45338000000001,116015,631.0,Asia__Krasnoyarsk,48,45,12,0,0,7,6,0,0,0,0,0,0,0,0,1
102151,RSM00027930,RU,CITY,Lipetsk,Lipetsk Oblast,LIP,52.60311,39.57076,515655,160.0,Europe__Moscow,139,178,98,22,0,60,0,6,0,0,0,0,0,0,0,10
102403,RSM00028838,RU,CITY,Magnitogorsk,Chelyabinsk Oblast,CHE,53.41861,59.047219999999996,418241,370.0,Asia__Yekaterinburg,102,80,25,24,0,25,38,6,0,0,0,0,0,0,0,0
102780,RSM00037021,RU,CITY,Maykop,Republic of Adygea,AD,44.60778,40.10583,144055,220.0,Europe__Moscow,56,68,37,8,6,0,0,0,0,0,0,0,0,0,0,0
165299,RSM00037021,RU,CITY,Maykop Republican Urban Okrug,Republic of Adygea,AD,44.611000000000004,40.12344,167350,,Europe__Moscow,56,68,37,8,6,0,0,0,0,0,0,0,0,0,0,0
102979,RSM00022113,RU,CITY,Murmansk,Murmansk Oblast,MUR,68.97917,33.09251,319263,50.0,Europe__Moscow,171,133,54,27,0,37,17,6,0,0,0,0,0,0,0,0
102280,RSM00027643,RU,CITY,Murom,Vladimir Oblast,VLA,55.575,42.0426,126931,115.0,Europe__Moscow,114,63,126,37,6,45,0,0,0,0,0,0,0,0,0,1
104659,RSM00031987,RU,CITY,Nakhodka,Primorsky Krai,PRI,42.81384,132.87348,151420,8.0,Asia__Vladivostok,38,23,4,40,0,87,27,12,0,0,0,0,0,0,0,3
102348,RSM00037212,RU,CITY,Nal’chik,Kabardino-Balkar Republic,KB,43.498059999999995,43.61889,272800,512.0,Europe__Moscow,143,120,35,23,0,4,8,0,0,0,0,0,0,0,0,0
102287,RSM00028240,RU,CITY,Nizhny Tagil,Sverdlovsk,SVE,57.91944,59.965,381116,200.0,Asia__Yekaterinburg,99,206,67,26,0,10,54,0,0,0,0,0,0,0,0,0
102095,RSM00027606,RU,CITY,Obninsk,Kaluga Oblast,KLU,55.09681,36.61006,115029,175.0,Europe__Moscow,69,51,38,30,6,39,0,0,0,0,0,0,0,0,0,3
164208,RSM00027511,RU,CITY,Odintsovskiy Rayon,Moscow Oblast,MOS,55.666669999999996,36.91667,320164,,Europe__Moscow,147,59,101,34,0,35,0,6,0,0,0,0,0,0,0,0
104378,RSM00028698,RU,CITY,Omsk,Omsk Oblast,OMS,54.99244,73.36859,1178391,90.0,Asia__Omsk,369,418,137,106,8,31,0,6,0,0,0,0,0,0,0,15
101462,RSM00035121,RU,CITY,Orenburg,Orenburg Oblast,ORE,51.7727,55.0988,564443,150.0,Asia__Yekaterinburg,128,155,105,48,6,36,2,6,0,0,0,0,0,0,0,10
