cityId,stationId,countryCode,type,cityName,regionName,regionCode,lat,lon,population,elevation,timezone,culture_hIndex,culture_cIndex,culture_rIndex,culture_aIndex,culture_iIndex,culture_nIndex,formations_mIndex,formations_rIndex,beach_Index,image_links
10715,CA007063370,CA,CITY,Saguenay,Quebec,QC,48.41675,-71.06573,145949,166.0,America__Toronto,65,31,80,216,16,20,8,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/10715.jpg
10154,CA007024280,CA,CITY,Sherbrooke,Quebec,QC,45.400079999999996,-71.89908,161323,,America__Toronto,16,78,91,50,12,17,11,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/10154.jpg
10253,CA006136699,CA,CITY,St. Catharines,Ontario,ON,43.17126,-79.24266999999999,133113,98.0,America__Toronto,36,48,179,20,6,18,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/10253.jpg
10290,CA008403505,CA,CITY,St. John's,Newfoundland and Labrador,NL,47.56494,-52.709309999999995,108860,,America__St_Johns,88,116,206,838,12,30,46,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/10290.jpg
10382,CA006048266,CA,CITY,Thunder Bay,Ontario,ON,48.382020000000004,-89.25018,108359,199.0,America__Thunder_Bay,30,80,40,114,18,12,6,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/10382.jpg
10908,CA006158355,CA,CITY,Toronto,Ontario,ON,43.700109999999995,-79.4163,2731571,76.0,America__Toronto,803,982,1087,995,72,143,16,0,40,https://travelapiimages.s3.eu-central-1.amazonaws.com/10908.jpg
10124,CA007018562,CA,CITY,Trois-Rivières,Quebec,QC,46.34515,-72.5477,134413,16.0,America__Toronto,94,114,90,94,36,31,0,0,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/10124.jpg
10841,CA001108446,CA,CITY,Vancouver,British Columbia,BC,49.24966,-123.11934,631486,2.0,America__Vancouver,229,846,619,305,30,235,61,0,35,https://travelapiimages.s3.eu-central-1.amazonaws.com/10841.jpg
10230,CA001018610,CA,CITY,Victoria,British Columbia,BC,48.4359,-123.35155,289625,23.0,America__Vancouver,245,390,257,432,18,68,47,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/10230.jpg
10141,CA005023262,CA,CITY,Winnipeg,Manitoba,MB,49.8844,-97.14704,705244,238.0,America__Winnipeg,248,501,389,236,26,119,4,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/10141.jpg
12250,SZ000001940,CH,CITY,Basel,Basel-Stadt,BS,47.55839,7.57327,177595,,Europe__Zurich,647,929,1067,2451,66,127,63,7,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/12250.jpg
12355,SZE00116090,CH,CITY,Bern,canton of Bern,BE,46.94809,7.447439999999999,133798,,Europe__Zurich,1418,1114,457,1238,24,66,59,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/12355.jpg
10996,SZE00116090,CH,CITY,Lausanne,Canton of Vaud,VD,46.516000000000005,6.63282,138905,,Europe__Zurich,386,512,377,984,6,115,13,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/10996.jpg
11275,SZ000008440,CH,CITY,Genève,Canton of Geneva,GE,46.202220000000004,6.14569,200548,,Europe__Zurich,614,860,653,1421,24,96,18,6,25,https://travelapiimages.s3.eu-central-1.amazonaws.com/11275.jpg
11400,SZ000003700,CH,CITY,Winterthur,canton of Zürich,ZH,47.50564,8.72413,109775,439.0,Europe__Zurich,610,357,545,982,32,90,104,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/11400.jpg
11932,SZ000003700,CH,CITY,Zürich,canton of Zürich,ZH,47.36667,8.55,415215,,Europe__Zurich,1190,1225,1143,1740,120,228,129,4,7,https://travelapiimages.s3.eu-central-1.amazonaws.com/11932.jpg
43359,SZ000008440,FR,CITY,Annecy,Auvergne-Rhône-Alpes,ARA,45.90878,6.12565,126924,448.0,Europe__Paris,243,132,279,147,0,68,72,0,8,https://travelapiimages.s3.eu-central-1.amazonaws.com/43359.jpg
43884,FR000007650,FR,CITY,Aix-en-Provence,Provence-Alpes-Côte d'Azur,PAC,43.5283,5.449730000000001,143006,,Europe__Paris,464,328,289,705,17,20,12,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/43884.jpg
38211,FR000007650,FR,CITY,Marseille,Provence-Alpes-Côte d'Azur,PAC,43.29695,5.381069999999999,855393,12.0,Europe__Paris,635,627,757,773,37,228,198,0,48,https://travelapiimages.s3.eu-central-1.amazonaws.com/38211.jpg
43396,FRE00104036,FR,CITY,Amiens,Hauts-de-France,HDF,49.9,2.3,143086,106.0,Europe__Paris,354,141,479,313,36,4,6,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/43396.jpg
43104,FR000007150,FR,CITY,Argenteuil,Île-de-France,IDF,48.94788,2.24744,110388,169.0,Europe__Paris,928,815,1486,2346,442,51,3,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/43104.jpg
42752,FR000007150,FR,CITY,Boulogne-Billancourt,Île-de-France,IDF,48.83545,2.2412799999999997,119645,,Europe__Paris,1078,1042,1602,2377,722,92,7,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/42752.jpg
43482,FR000007150,FR,CITY,Cergy-Pontoise,Île-de-France,IDF,49.038940000000004,2.07805,204228,,Europe__Paris,324,287,609,411,42,22,0,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/43482.jpg
43875,FR000007150,FR,CITY,La Defense,Île-de-France,IDF,48.89198,2.23881,150000,53.0,Europe__Paris,1078,954,1600,2439,728,73,7,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/43875.jpg
38441,FR000007150,FR,CITY,Montreuil,Île-de-France,IDF,48.86415,2.44322,108402,,Europe__Paris,1590,1339,1641,2443,682,87,11,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/38441.jpg
144571,FR000007150,FR,CITY,Paris,Île-de-France,IDF,48.8534,2.3486,2257981,,Europe__Paris,1128,1428,1748,2691,880,200,25,0,4,https://travelapiimages.s3.eu-central-1.amazonaws.com/144571.jpg
36249,FR000007150,FR,CITY,Saint-Denis,Île-de-France,IDF,48.93564,2.35387,111354,,Europe__Paris,1084,1217,1591,2265,638,55,9,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/36249.jpg
42033,FRM00007110,FR,CITY,Brest,Brittany,BRE,48.39029,-4.486280000000001,144899,34.0,Europe__Paris,345,207,256,176,8,103,4,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/42033.jpg
41985,FRM00007027,FR,CITY,Caen,Normandy,NOR,49.18585,-0.35912,110624,8.0,Europe__Paris,527,191,786,656,0,6,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/41985.jpg
41064,FRE00104092,FR,CITY,Clermont-Ferrand,Auvergne-Rhône-Alpes,ARA,45.77969,3.08682,142686,,Europe__Paris,565,399,564,1476,12,147,131,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/41064.jpg
41309,FRE00104072,FR,CITY,Dijon,Bourgogne-Franche-Comté,BFC,47.31667,5.0166699999999995,155114,410.0,Europe__Paris,296,263,450,1256,6,48,11,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/41309.jpg
39166,FRE00104044,FR,CITY,Le Havre,Normandy,NOR,49.4938,0.10767,185972,2.0,Europe__Paris,181,256,235,542,6,10,0,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/39166.jpg
39032,FRE00104052,FR,CITY,Le Mans,Pays de la Loire,PDL,48.00039,0.20471,142991,,Europe__Paris,163,277,209,337,2,12,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/39032.jpg
39608,FRE00104040,FR,CITY,Lille,Hauts-de-France,HDF,50.63297,3.05858,232787,46.0,Europe__Paris,589,572,795,1536,59,51,2,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/39608.jpg
39597,FRM00007434,FR,CITY,Limoges,Nouvelle-Aquitaine,NAQ,45.83362,1.24759,141176,294.0,Europe__Paris,229,126,253,338,6,3,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/39597.jpg
38517,FR069029001,FR,CITY,Lyon,Auvergne-Rhône-Alpes,ARA,45.748459999999994,4.84671,506615,173.0,Europe__Paris,1073,1125,1360,2125,72,135,28,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/38517.jpg
34465,FR069029001,FR,CITY,Villeurbanne,Auvergne-Rhône-Alpes,ARA,45.766009999999994,4.8795,148665,181.0,Europe__Paris,1094,1129,1074,1924,60,110,24,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/34465.jpg
38439,FRE00106207,FR,CITY,Montpellier,Occitania,OCC,43.61092,3.8772300000000004,285121,121.0,Europe__Paris,446,517,438,841,17,46,2,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/38439.jpg
37145,FRE00106207,FR,CITY,Nîmes,Occitania,OCC,43.83378,4.35962,150610,215.0,Europe__Paris,229,148,284,494,14,16,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/37145.jpg
38238,FRE00106192,FR,CITY,Mulhouse,Grand Est,GES,47.75205,7.32866,111430,240.0,Europe__Paris,218,125,503,321,54,18,30,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/38238.jpg
38318,FRM00007180,FR,CITY,Nancy,Grand Est,GES,48.68439,6.18496,105334,212.0,Europe__Paris,354,285,465,1665,18,3,2,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/38318.jpg
38223,FRM00007222,FR,CITY,Nantes,Pays de la Loire,PDL,47.21725,-1.55336,309346,52.0,Europe__Paris,942,693,525,972,12,25,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/38223.jpg
38868,FRM00007690,FR,CITY,Nice,Provence-Alpes-Côte d'Azur,PAC,43.70313,7.2660800000000005,342522,25.0,Europe__Paris,444,597,706,414,18,160,66,4,49,https://travelapiimages.s3.eu-central-1.amazonaws.com/38868.jpg
37345,FR000007747,FR,CITY,Perpignan,Occitania,OCC,42.69764,2.89541,120158,100.0,Europe__Paris,321,173,746,208,0,37,10,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/37345.jpg
37890,FRM00007072,FR,CITY,Reims,Grand Est,GES,49.26526,4.02853,196565,105.0,Europe__Paris,300,177,465,362,54,14,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/37890.jpg
37799,FR000007130,FR,CITY,Rennes,Brittany,BRE,48.111979999999996,-1.67429,215366,74.0,Europe__Paris,336,609,503,858,56,16,0,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/37799.jpg
36434,FRM00007037,FR,CITY,Rouen,Normandy,NOR,49.44313,1.09932,112787,10.0,Europe__Paris,345,293,633,1356,22,28,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/36434.jpg
35156,FR000007190,FR,CITY,Strasbourg,Grand Est,GES,48.58392,7.7455300000000005,280966,143.0,Europe__Paris,541,388,896,1386,60,34,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/35156.jpg
35756,FRM00007661,FR,CITY,Toulon,Provence-Alpes-Côte d'Azur,PAC,43.12442,5.92836,168701,1.0,Europe__Paris,247,179,267,172,6,95,49,0,13,https://travelapiimages.s3.eu-central-1.amazonaws.com/35756.jpg
34933,FR000007630,FR,CITY,Toulouse,Occitania,OCC,43.60426,1.44367,482738,141.0,Europe__Paris,434,576,605,1240,58,24,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/34933.jpg
35558,FRM00007240,FR,CITY,Tours,Centre-Val de Loire,CVL,47.39484,0.70398,141621,76.0,Europe__Paris,467,191,520,1318,44,36,0,0,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/35558.jpg
12067,CI000085442,CL,CITY,Antofagasta,Antofagasta Region,AN,-23.65236,-70.3954,348517,40.0,America__Santiago,42,64,56,40,12,30,4,6,15,https://travelapiimages.s3.eu-central-1.amazonaws.com/12067.jpg
12327,CI000085406,CL,CITY,Arica,Arica y Parinacota Region,AP,-18.4746,-70.29791999999999,202131,2.0,America__Santiago,81,60,66,19,6,47,6,0,21,https://travelapiimages.s3.eu-central-1.amazonaws.com/12327.jpg
12598,CIM00085672,CL,CITY,Chillán,Ñuble Region,NB,-36.606640000000006,-72.10344,164270,124.0,America__Santiago,34,16,116,6,0,2,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/12598.jpg
12778,CIM00085574,CL,CITY,Colina,Santiago Metropolitan Region,RM,-33.20443,-70.67474,146207,620.0,America__Santiago,8,2,18,6,0,104,46,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/12778.jpg
12574,CIM00085574,CL,CITY,Lampa,Santiago Metropolitan Region,RM,-33.2863,-70.87561,102034,498.0,America__Santiago,12,2,24,0,0,26,10,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/12574.jpg
12774,CIM00085682,CL,CITY,Concepción,Bío Bío Region,BI,-36.82699,-73.04977,217537,12.0,America__Santiago,80,105,323,26,0,117,44,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/12774.jpg
12201,CIM00085682,CL,CITY,Coronel,Bío Bío Region,BI,-37.03386,-73.14019,116262,16.0,America__Santiago,27,29,128,16,12,33,2,0,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/12201.jpg
12924,CIM00085682,CL,CITY,Talcahuano,Bío Bío Region,BI,-36.724940000000004,-73.11684,252968,1.0,America__Santiago,74,103,291,35,0,93,38,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/12924.jpg
12049,CI000085488,CL,CITY,Coquimbo,Coquimbo Region,CO,-29.95332,-71.33946999999999,204068,15.0,America__Santiago,51,62,112,61,6,54,10,0,6,https://travelapiimages.s3.eu-central-1.amazonaws.com/12049.jpg
12309,CI000085488,CL,CITY,La Serena,Coquimbo Region,CO,-29.904529999999998,-71.24894,195382,28.0,America__Santiago,51,62,114,61,6,45,13,0,6,https://travelapiimages.s3.eu-central-1.amazonaws.com/12309.jpg
12464,CIM00085418,CL,CITY,Iquique,Tarapacá Region,TA,-20.213260000000002,-70.15026999999999,227499,1.0,America__Santiago,57,45,19,18,0,7,20,0,11,https://travelapiimages.s3.eu-central-1.amazonaws.com/12464.jpg
12054,CIM00085577,CL,CITY,La Pintana,Santiago Metropolitan Region,RM,-33.58331,-70.63419,201178,630.0,America__Santiago,348,447,773,170,18,47,58,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/12054.jpg
12013,CIM00085577,CL,CITY,Lo Prado,Santiago Metropolitan Region,RM,-33.4443,-70.72551999999999,104316,508.0,America__Santiago,426,585,891,230,18,51,67,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/12013.jpg
12515,CIM00085577,CL,CITY,Puente Alto,Santiago Metropolitan Region,RM,-33.61169,-70.57576999999999,573935,700.0,America__Santiago,477,655,775,240,24,136,140,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/12515.jpg
12351,CIM00085577,CL,CITY,San Bernardo,Santiago Metropolitan Region,RM,-33.59217,-70.6996,301313,570.0,America__Santiago,160,206,744,54,12,52,48,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/12351.jpg
12508,CIM00085577,CL,CITY,Santiago,Santiago Metropolitan Region,RM,-33.45694,-70.64827,6257516,521.0,America__Santiago,540,706,888,256,24,352,264,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/12508.jpg
12329,CI000085799,CL,CITY,Puerto Montt,Los Lagos Region,LL,-41.4693,-72.94237,245902,14.0,America__Santiago,30,10,76,0,0,8,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/12329.jpg
12562,CI000085934,CL,CITY,Punta Arenas,Magellan and the Chilean Antarctic Region,MA,-53.154830000000004,-70.91129000000001,131592,34.0,America__Punta_Arenas,56,60,40,8,0,8,0,0,6,https://travelapiimages.s3.eu-central-1.amazonaws.com/12562.jpg
12414,CIM00085766,CL,CITY,Valdivia,Los Ríos Region,LR,-39.81422,-73.24589,150048,5.0,America__Santiago,60,68,60,32,0,34,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/12414.jpg
15292,CHM00050854,CN,CITY,Anda,Heilongjiang,HL,46.40202,125.31454,203488,,Asia__Shanghai,0,0,0,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15292.jpg
15368,CHM00050854,CN,CITY,Daqing,Heilongjiang,HL,46.58333,125.0,203488,149.0,Asia__Shanghai,0,6,0,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15368.jpg
15717,CHM00050854,CN,CITY,Longfeng,Heilongjiang,HL,46.53168,125.1038,152074,,Asia__Shanghai,0,6,0,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15717.jpg
13735,CHM00053898,CN,CITY,Anyang,Henan,HA,36.096,114.38278000000001,679184,,Asia__Shanghai,19,10,4,4,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13735.jpg
141289,CHM00053898,CN,CITY,Anyang Shi,Henan,HA,36.136390000000006,114.33667,679184,,Asia__Shanghai,19,10,6,4,0,6,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141289.jpg
14216,CHM00053898,CN,CITY,Hebi,Henan,HA,35.89917,114.1925,1419000,,Asia__Shanghai,19,10,18,7,3,18,12,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14216.jpg
13973,CHM00053898,CN,CITY,Linshui,Hebei,HE,36.42472,114.20472,109955,,Asia__Shanghai,6,0,4,2,0,2,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13973.jpg
141280,CHM00059211,CN,CITY,Baise Shi,Guangxi Zhuang Autonomous Region,GX,23.9,106.61667,3859000,,Asia__Shanghai,2,12,0,0,0,48,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141280.jpg
15905,CHM00053487,CN,CITY,Beichengqu,Inner Mongolia,NM,40.439440000000005,113.15361000000001,245608,,Asia__Shanghai,182,2,0,6,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15905.jpg
15723,CHM00053487,CN,CITY,Datong,Shanxi,SX,40.09361,113.29138999999999,3160000,,Asia__Shanghai,463,23,42,24,0,33,5,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15723.jpg
141327,CHM00053487,CN,CITY,Datong Shi,Shanxi,SX,40.10484,113.63333999999999,3160000,,Asia__Shanghai,329,17,41,20,0,39,5,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141327.jpg
15386,CHM00054324,CN,CITY,Beipiao,Liaoning,LN,41.791940000000004,120.77917,496164,,Asia__Shanghai,0,2,2,0,0,10,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15386.jpg
15896,CHM00054346,CN,CITY,Benxi,Liaoning,LN,41.28861,123.765,1567000,131.0,Asia__Shanghai,4,12,7,3,3,56,4,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15896.jpg
14442,CHM00057707,CN,CITY,Bijie,Guizhou,GZ,27.30193,105.28627,6959000,1723.0,Asia__Shanghai,0,0,0,11,0,32,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14442.jpg
14551,CHM00054725,CN,CITY,Binzhou,Shandong,SD,37.36667,118.01666999999999,3779200,20.0,Asia__Shanghai,0,2,0,7,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14551.jpg
15527,CHM00054096,CN,CITY,Dongning,Heilongjiang,HL,44.06219,131.12075,210000,,Asia__Shanghai,0,0,0,0,0,6,2,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15527.jpg
13057,CHM00054823,CN,CITY,Feicheng,Shandong,SD,36.24861,116.76583000000001,946627,,Asia__Shanghai,0,0,10,4,0,0,26,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13057.jpg
14817,CHM00054823,CN,CITY,Jinan,Shandong,SD,36.66833,116.99722,4335989,23.0,Asia__Shanghai,131,171,153,43,0,38,508,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14817.jpg
12947,CHM00054823,CN,CITY,Tai’an,Shandong,SD,36.18528,117.12,5499000,167.0,Asia__Shanghai,38,50,84,4,0,37,241,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/12947.jpg
14971,RSM00031725,CN,CITY,Fuyuan,Heilongjiang,HL,48.36306,134.28916999999998,480000,,Asia__Shanghai,2,2,2,0,0,6,4,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14971.jpg
14754,CHM00056985,CN,CITY,Gejiu,Yunnan,YN,23.36085,103.15371999999999,459781,,Asia__Shanghai,0,0,0,0,0,2,2,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14754.jpg
14746,CHM00056985,CN,CITY,Kaiyuan,Yunnan,YN,23.697670000000002,103.30372,322693,,Asia__Shanghai,0,0,0,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14746.jpg
14899,CHM00056985,CN,CITY,Wenlan,Yunnan,YN,23.360020000000002,103.43684,417156,1310.0,Asia__Shanghai,12,2,4,6,6,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14899.jpg
15521,CHM00050434,CN,CITY,Genhe,Inner Mongolia,NM,50.78333,121.51666999999999,110438,714.0,Asia__Shanghai,0,0,0,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15521.jpg
14802,CHM00058321,CN,CITY,Hefei,Anhui,AH,31.86389,117.28083000000001,7457027,37.0,Asia__Shanghai,70,58,69,2,0,8,134,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/14802.jpg
141231,CHM00058321,CN,CITY,Hefei Shi,Anhui,AH,31.94665,117.27805,7457027,,Asia__Shanghai,64,58,51,2,0,8,120,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141231.jpg
15129,RSM00031510,CN,CITY,Heihe,Heilongjiang,HL,50.24413,127.49016,1750000,,Asia__Shanghai,61,39,12,9,6,32,0,6,10,https://travelapiimages.s3.eu-central-1.amazonaws.com/15129.jpg
15934,RSM00031969,CN,CITY,Hunchun,Jilin,JL,42.8675,130.35806000000002,225454,41.0,Asia__Shanghai,10,0,0,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15934.jpg
14779,CHM00053863,CN,CITY,Jiexiu,Shanxi,SX,37.024440000000006,111.9125,406517,756.0,Asia__Shanghai,6,0,45,8,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14779.jpg
14231,CHM00058527,CN,CITY,Jingdezhen,Jiangxi,JX,29.2947,117.20788999999999,1554000,,Asia__Shanghai,12,0,0,15,0,0,4,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14231.jpg
141208,CHM00058527,CN,CITY,Jingdezhen Shi,Jiangxi,JX,29.31682,117.24688,1554000,,Asia__Shanghai,12,0,0,15,0,0,4,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141208.jpg
14628,CHM00054916,CN,CITY,Jining,Shandong,SD,35.405,116.58138999999998,8023000,,Asia__Shanghai,30,26,5,2,0,50,8,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14628.jpg
13022,CHM00054916,CN,CITY,Qufu,Shandong,SD,35.59667,116.99111,640498,65.0,Asia__Shanghai,39,22,14,11,3,12,12,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13022.jpg
13062,CHM00054916,CN,CITY,Zoucheng,Shandong,SD,35.40056,116.96556000000001,1116692,,Asia__Shanghai,43,34,21,11,3,28,12,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13062.jpg
13110,CHM00051243,CN,CITY,Karamay,Xinjiang,XJ,45.58473,84.88724,391008,354.0,Asia__Urumqi,0,3,0,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13110.jpg
14074,CHM00056651,CN,CITY,Lijiang,Yunnan,YN,26.86879,100.22072,1216000,2400.0,Asia__Shanghai,16,36,40,35,2,39,6,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14074.jpg
14141,CHM00053698,CN,CITY,Luancheng,Hebei,HE,37.87917,114.65167,597130,,Asia__Shanghai,4,18,8,21,4,2,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14141.jpg
13518,CHM00053698,CN,CITY,Shijiazhuang,Hebei,HE,38.04139,114.47861,10784600,,Asia__Shanghai,4,21,56,31,4,24,8,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13518.jpg
141131,CHM00053698,CN,CITY,Shijiazhuang Shi,Hebei,HE,38.04,114.47,10784600,,Asia__Shanghai,4,21,56,31,4,24,8,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141131.jpg
14868,CHM00058834,CN,CITY,Nanping,Fujian,FJ,26.645,118.17361000000001,2890000,89.0,Asia__Shanghai,0,0,0,0,0,2,18,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14868.jpg
13500,CHM00056137,CN,CITY,Qamdo,Tibet Autonomous Region,XZ,31.1304,97.17981999999999,598862,,Asia__Shanghai,16,10,10,2,0,4,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13500.jpg
141028,CHM00056137,CN,CITY,Qamdo Shi,Tibet Autonomous Region,XZ,31.5837,97.22304,598862,,Asia__Shanghai,0,0,6,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141028.jpg
13761,CHM00057014,CN,CITY,Qincheng,Gansu,GS,34.58028,105.72721999999999,3400000,1171.0,Asia__Shanghai,13,9,44,2,0,25,20,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13761.jpg
13530,CHM00057014,CN,CITY,Tianshui,Gansu,GS,34.57952,105.74238000000001,3400000,,Asia__Shanghai,13,9,40,2,0,25,20,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13530.jpg
13072,CHM00059632,CN,CITY,Qinzhou,Guangxi Zhuang Autonomous Region,GX,21.97296,108.62612,3200000,12.0,Asia__Shanghai,0,2,0,0,0,4,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13072.jpg
14351,CHM00059855,CN,CITY,Qionghai,Hainan,HI,19.2425,110.46417,483217,22.0,Asia__Shanghai,0,2,0,0,0,2,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/14351.jpg
13803,CHM00059855,CN,CITY,Wanning,Hainan,HI,18.799310000000002,110.3841,545597,,Asia__Shanghai,2,2,0,0,0,22,6,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13803.jpg
15045,CHM00050968,CN,CITY,Shangzhi,Heilongjiang,HL,45.214059999999996,127.97426000000002,585386,119.0,Asia__Shanghai,0,0,4,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15045.jpg
13699,MCM00045011,CN,CITY,Shiqi,Guangdong,GD,22.516820000000003,113.38521000000001,342306,,Asia__Shanghai,0,14,4,5,0,0,12,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13699.jpg
13820,MCM00045011,CN,CITY,Zhuhai,Guangdong,GD,22.27694,113.56778,1562000,36.0,Asia__Shanghai,190,435,422,183,3,341,269,2,18,https://travelapiimages.s3.eu-central-1.amazonaws.com/13820.jpg
15640,CHM00054157,CN,CITY,Siping,Jilin,JL,43.161429999999996,124.37785,3300000,164.0,Asia__Shanghai,0,2,0,0,0,18,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15640.jpg
13158,KZ000036736,CN,CITY,Tacheng,Xinjiang,XJ,46.74535,82.95846999999999,161037,,Asia__Urumqi,0,0,0,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/13158.jpg
